Identifier	Period	Measure
S041	2010-03-27	2046
S041	2010-04-03	2008
S041	2010-04-10	2061
S041	2010-04-17	1994
S041	2010-04-24	1985
S041	2010-05-01	1947
S041	2010-05-08	2127
S041	2010-05-15	2096
S041	2010-05-22	2179
S041	2010-05-29	2486
S041	2010-06-05	1929
S041	2010-06-12	2011
S041	2010-06-19	2381
S041	2010-06-26	2331
S041	2010-07-03	2378
S041	2010-07-10	2416
S041	2010-07-17	2299
S041	2010-07-24	1953
S041	2010-07-31	1860
S041	2010-08-07	1846
S041	2010-08-14	1714
S041	2010-08-21	2022
S041	2010-08-28	2180
S041	2010-09-04	2346
S041	2010-09-11	2494
S041	2010-09-18	2440
S041	2010-09-25	2147
S041	2010-10-02	2282
S041	2010-10-09	2087
S041	2010-10-16	1976
S041	2010-10-23	2269
S041	2010-10-30	2076
S041	2010-11-06	2486
S041	2010-11-13	2204
S041	2010-11-20	2329
S041	2010-11-27	2635
S041	2010-12-04	2189
S041	2010-12-11	2050
S041	2010-12-18	2512
S041	2010-12-25	2257
S041	2011-01-01	2876
S041	2011-01-08	1562
S041	2011-01-15	1533
S041	2011-01-22	1550
S041	2011-01-29	1853
S041	2011-02-05	1860
S041	2011-02-12	1705
S041	2011-02-19	2100
S041	2011-02-26	2063
S041	2011-03-05	2106
S041	2011-03-12	2233
S041	2011-03-19	2282
S041	2011-03-26	2302
S041	2011-04-02	2288
S041	2011-04-09	2262
S041	2011-04-16	2315
S041	2011-04-23	2391
S041	2011-04-30	2277
S041	2011-05-07	2318
S041	2011-05-14	2297
S041	2011-05-21	2665
S041	2011-05-28	2927
S041	2011-06-04	1982
S041	2011-06-11	2513
S041	2011-06-18	2887
S041	2011-06-25	2497
S041	2011-07-02	2389
S041	2011-07-09	2797
S041	2011-07-16	3038
S041	2011-07-23	2108
S041	2011-07-30	2017
S041	2011-08-06	1891
S041	2011-08-13	1802
S041	2011-08-20	2042
S041	2011-08-27	2292
S041	2011-09-03	2733
S041	2011-09-10	2460
S041	2011-09-17	2480
S041	2011-09-24	2581
S041	2011-10-01	2372
S041	2011-10-08	2137
S042	2010-01-02	1918
S042	2010-01-09	1052
S042	2010-01-16	1116
S042	2010-01-23	1069
S042	2010-01-30	1257
S042	2010-02-06	1353
S042	2010-02-13	1252
S042	2010-02-20	1582
S042	2010-02-27	1458
S042	2010-03-06	1495
S042	2010-03-13	1559
S042	2010-03-20	1648
S042	2010-03-27	1580
S042	2010-04-03	1580
S042	2010-04-10	1560
S042	2010-04-17	1542
S042	2010-04-24	1641
S042	2010-05-01	1646
S042	2010-05-08	1664
S042	2010-05-15	1709
S042	2010-05-22	1763
S042	2010-05-29	1778
S042	2010-06-05	1522
S042	2010-06-12	1660
S042	2010-06-19	1954
S042	2010-06-26	1910
S042	2010-07-03	1696
S042	2010-07-10	2015
S042	2010-07-17	2039
S042	2010-07-24	1603
S042	2010-07-31	1685
S042	2010-08-07	1426
S042	2010-08-14	1341
S042	2010-08-21	1553
S042	2010-08-28	1827
S042	2010-09-04	1802
S042	2010-09-11	1828
S042	2010-09-18	1738
S042	2010-09-25	1587
S042	2010-10-02	1626
S042	2010-10-09	1417
S042	2010-10-16	1544
S042	2010-10-23	1827
S042	2010-10-30	1607
S042	2010-11-06	1677
S042	2010-11-13	1743
S042	2010-11-20	1634
S042	2010-11-27	1920
S042	2010-12-04	1704
S042	2010-12-11	1798
S042	2010-12-18	1783
S042	2010-12-25	1691
S042	2011-01-01	2275
S042	2011-01-08	1231
S042	2011-01-15	1170
S042	2011-01-22	1197
S042	2011-01-29	1429
S042	2011-02-05	1453
S042	2011-02-12	1348
S042	2011-02-19	1674
S042	2011-02-26	1552
S042	2011-03-05	1683
S042	2011-03-12	1947
S042	2011-03-19	2031
S042	2011-03-26	1757
S042	2011-04-02	1648
S042	2011-04-09	1850
S042	2011-04-16	1733
S042	2011-04-23	1698
S042	2011-04-30	1685
S042	2011-05-07	1850
S042	2011-05-14	1666
S042	2011-05-21	1794
S042	2011-05-28	2100
S042	2011-06-04	1619
S042	2011-06-11	1865
S042	2011-06-18	2323
S042	2011-06-25	1999
S042	2011-07-02	1848
S042	2011-07-09	2210
S042	2011-07-16	2287
S042	2011-07-23	1568
S042	2011-07-30	1562
S042	2011-08-06	1454
S042	2011-08-13	1570
S042	2011-08-20	1677
S042	2011-08-27	1891
S042	2011-09-03	1876
S042	2011-09-10	2135
S042	2011-09-17	1928
S042	2011-09-24	1823
S042	2011-10-01	1781
S042	2011-10-08	1626
S044	2010-01-02	2565
S044	2010-01-09	1291
S044	2010-01-16	1254
S044	2010-01-23	1263
S044	2010-01-30	1635
S044	2010-02-06	1573
S044	2010-02-13	1574
S044	2010-02-20	2066
S044	2010-02-27	1885
S044	2010-03-06	1843
S044	2010-03-13	2028
S044	2010-03-20	2142
S044	2010-03-27	2151
S044	2010-04-03	1986
S044	2010-04-10	2079
S044	2010-04-17	2062
S044	2010-04-24	2166
S044	2010-05-01	2168
S044	2010-05-08	1898
S044	2010-05-15	1917
S044	2010-05-22	2426
S044	2010-05-29	2453
S044	2010-06-05	1763
S044	2010-06-12	2061
S044	2010-06-19	2363
S044	2010-06-26	2284
S044	2010-07-03	2134
S044	2010-07-10	2483
S044	2010-07-17	2586
S044	2010-07-24	1857
S044	2010-07-31	1833
S044	2010-08-07	1461
S044	2010-08-14	1597
S044	2010-08-21	1822
S044	2010-08-28	2075
S044	2010-09-04	2193
S044	2010-09-11	2220
S044	2010-09-18	2267
S044	2010-09-25	1961
S044	2010-10-02	2049
S044	2010-10-09	1835
S044	2010-10-16	1703
S044	2010-10-23	1985
S044	2010-10-30	2015
S044	2010-11-06	2219
S044	2010-11-13	1914
S044	2010-11-20	2123
S044	2010-11-27	2599
S044	2010-12-04	2030
S044	2010-12-11	1927
S044	2010-12-18	2318
S044	2010-12-25	2108
S044	2011-01-01	2533
S044	2011-01-08	1426
S044	2011-01-15	1464
S044	2011-01-22	1350
S044	2011-01-29	1643
S044	2011-02-05	1511
S044	2011-02-12	1641
S044	2011-02-19	2035
S044	2011-02-26	1867
S044	2011-03-05	2146
S044	2011-03-12	2037
S044	2011-03-19	2264
S044	2011-03-26	2000
S044	2011-04-02	2162
S044	2011-04-09	2096
S044	2011-04-16	2134
S044	2011-04-23	2257
S044	2011-04-30	1974
S044	2011-05-07	2193
S044	2011-05-14	1951
S044	2011-05-21	2346
S044	2011-05-28	2319
S044	2011-06-04	1804
S044	2011-06-11	2027
S044	2011-06-18	2254
S044	2011-06-25	2265
S044	2011-07-02	2154
S044	2011-07-09	2012
S044	2011-07-16	2503
S044	2011-07-23	1958
S044	2011-07-30	1783
S044	2011-08-06	1634
S044	2011-08-13	1703
S044	2011-08-20	1874
S044	2011-08-27	2070
S044	2011-09-03	2471
S044	2011-09-10	2490
S044	2011-09-17	2309
S044	2011-09-24	2184
S044	2011-10-01	2094
S044	2011-10-08	1926
S045	2010-01-02	2559
S045	2010-01-09	1425
S045	2010-01-16	1429
S045	2010-01-23	1396
S045	2010-01-30	1709
S045	2010-02-06	1647
S045	2010-02-13	1509
S045	2010-02-20	2016
S045	2010-02-27	1881
S045	2010-03-06	1969
S045	2010-03-13	1897
S045	2010-03-20	2149
S045	2010-03-27	1984
S045	2010-04-03	1965
S045	2010-04-10	2013
S045	2010-04-17	1997
S045	2010-04-24	2107
S045	2010-05-01	2081
S045	2010-05-08	2165
S045	2010-05-15	2030
S045	2010-05-22	2266
S045	2010-05-29	2393
S045	2010-06-05	1906
S045	2010-06-12	1937
S045	2010-06-19	2471
S045	2010-06-26	2314
S045	2010-07-03	2355
S045	2010-07-10	2406
S045	2010-07-17	2447
S045	2010-07-24	1823
S045	2010-07-31	1939
S045	2010-08-07	1733
S045	2010-08-14	1642
S045	2010-08-21	1825
S045	2010-08-28	2067
S045	2010-09-04	2121
S045	2010-09-11	2132
S045	2010-09-18	2168
S045	2010-09-25	2224
S045	2010-10-02	2197
S045	2010-10-09	1820
S045	2010-10-16	1971
S045	2010-10-23	2097
S045	2010-10-30	2171
S045	2010-11-06	2486
S045	2010-11-13	2159
S045	2010-11-20	2224
S045	2010-11-27	2671
S045	2010-12-04	2281
S045	2010-12-11	2253
S045	2010-12-18	2492
S045	2010-12-25	2099
S045	2011-01-01	2776
S045	2011-01-08	1567
S045	2011-01-15	1505
S045	2011-01-22	1581
S045	2011-01-29	1719
S045	2011-02-05	1801
S045	2011-02-12	1599
S045	2011-02-19	2140
S045	2011-02-26	1995
S045	2011-03-05	2444
S045	2011-03-12	2133
S045	2011-03-19	2261
S045	2011-03-26	2348
S045	2011-04-02	2122
S045	2011-04-09	2038
S045	2011-04-16	2160
S045	2011-04-23	2277
S045	2011-04-30	2117
S045	2011-05-07	2145
S045	2011-05-14	2306
S045	2011-05-21	2452
S045	2011-05-28	2847
S045	2011-06-04	1829
S045	2011-06-11	2250
S045	2011-06-18	2696
S045	2011-06-25	2563
S045	2011-07-02	2639
S045	2011-07-09	2816
S045	2011-07-16	2633
S045	2011-07-23	2074
S045	2011-07-30	2247
S045	2011-08-06	1774
S045	2011-08-13	1759
S045	2011-08-20	2099
S045	2011-08-27	2556
S045	2011-09-03	2277
S045	2011-09-10	2368
S045	2011-09-17	2474
S045	2011-09-24	2202
S045	2011-10-01	2434
S045	2011-10-08	2030
S046	2010-01-02	2183
S046	2010-01-09	1176
S046	2010-01-16	1185
S046	2010-01-23	1194
S046	2010-01-30	1411
S046	2010-02-06	1317
S046	2010-02-13	1416
S046	2010-02-20	1661
S046	2010-02-27	1382
S046	2010-03-06	1711
S046	2010-03-13	1666
S046	2010-03-20	1740
S046	2010-03-27	1832
S046	2010-04-03	1626
S046	2010-04-10	1554
S046	2010-04-17	1578
S046	2010-04-24	1475
S046	2010-05-01	1541
S046	2010-05-08	1773
S046	2010-05-15	1772
S046	2010-05-22	1827
S046	2010-05-29	1991
S046	2010-06-05	1512
S046	2010-06-12	1790
S046	2010-06-19	2104
S046	2010-06-26	1909
S046	2010-07-03	1838
S046	2010-07-10	2003
S046	2010-07-17	1904
S046	2010-07-24	1298
S046	2010-07-31	1546
S046	2010-08-07	1251
S046	2010-08-14	1321
S046	2010-08-21	1531
S046	2010-08-28	1744
S046	2010-09-04	1910
S046	2010-09-11	1832
S046	2010-09-18	1820
S046	2010-09-25	1777
S046	2010-10-02	1780
S046	2010-10-09	1465
S046	2010-10-16	1465
S046	2010-10-23	1701
S046	2010-10-30	1841
S046	2010-11-06	1889
S046	2010-11-13	1652
S046	2010-11-20	1613
S046	2010-11-27	2071
S046	2010-12-04	1730
S046	2010-12-11	1534
S046	2010-12-18	1947
S046	2010-12-25	1731
S046	2011-01-01	2323
S046	2011-01-08	1189
S046	2011-01-15	1161
S046	2011-01-22	1203
S046	2011-01-29	1298
S046	2011-02-05	1447
S046	2011-02-12	1276
S046	2011-02-19	1729
S046	2011-02-26	1568
S046	2011-03-05	1678
S046	2011-03-12	1734
S046	2011-03-19	1642
S046	2011-03-26	1849
S046	2011-04-02	1813
S046	2011-04-09	1663
S046	2011-04-16	1816
S046	2011-04-23	1724
S046	2011-04-30	1495
S046	2011-05-07	1771
S046	2011-05-14	1740
S046	2011-05-21	1772
S046	2011-05-28	2027
S046	2011-06-04	1638
S046	2011-06-11	1702
S046	2011-06-18	2126
S046	2011-06-25	1942
S046	2011-07-02	1783
S046	2011-07-09	2087
S046	2011-07-16	2101
S046	2011-07-23	1572
S046	2011-07-30	1429
S046	2011-08-06	1343
S046	2011-08-13	1209
S046	2011-08-20	1583
S046	2011-08-27	1741
S046	2011-09-03	1979
S046	2011-09-10	1881
S046	2011-09-17	1870
S046	2011-09-24	1689
S046	2011-10-01	1621
S046	2011-10-08	1514
S047	2010-01-02	3213
S047	2010-01-09	1686
S047	2010-01-16	1732
S047	2010-01-23	1663
S047	2010-01-30	1956
S047	2010-02-06	2069
S047	2010-02-13	1837
S047	2010-02-20	2305
S047	2010-02-27	2210
S047	2010-03-06	2333
S047	2010-03-13	2483
S047	2010-03-20	2771
S047	2010-03-27	2443
S047	2010-04-03	2436
S047	2010-04-10	2176
S047	2010-04-17	2559
S047	2010-04-24	2313
S047	2010-05-01	2509
S047	2010-05-08	2559
S047	2010-05-15	2281
S047	2010-05-22	3038
S047	2010-05-29	2883
S047	2010-06-05	2385
S047	2010-06-12	2447
S047	2010-06-19	2840
S047	2010-06-26	2677
S047	2010-07-03	2811
S047	2010-07-10	3036
S047	2010-07-17	3107
S047	2010-07-24	2421
S047	2010-07-31	2183
S047	2010-08-07	1897
S047	2010-08-14	2017
S047	2010-08-21	2144
S047	2010-08-28	2555
S047	2010-09-04	2906
S047	2010-09-11	2752
S047	2010-09-18	2761
S047	2010-09-25	2327
S047	2010-10-02	2613
S047	2010-10-09	2300
S047	2010-10-16	2438
S047	2010-10-23	2650
S047	2010-10-30	2831
S047	2010-11-06	2591
S047	2010-11-13	2751
S047	2010-11-20	2585
S047	2010-11-27	2995
S047	2010-12-04	2575
S047	2010-12-11	2631
S047	2010-12-18	2817
S047	2010-12-25	2719
S047	2011-01-01	3158
S047	2011-01-08	1875
S047	2011-01-15	1905
S047	2011-01-22	2080
S047	2011-01-29	2244
S047	2011-02-05	1983
S047	2011-02-12	2017
S047	2011-02-19	2671
S047	2011-02-26	2481
S047	2011-03-05	2828
S047	2011-03-12	2829
S047	2011-03-19	2691
S047	2011-03-26	2978
S047	2011-04-02	2608
S047	2011-04-09	2738
S047	2011-04-16	2717
S047	2011-04-23	2604
S047	2011-04-30	2709
S047	2011-05-07	2894
S047	2011-05-14	2879
S047	2011-05-21	2839
S047	2011-05-28	3358
S047	2011-06-04	2547
S047	2011-06-11	2949
S047	2011-06-18	3211
S047	2011-06-25	3116
S047	2011-07-02	3067
S047	2011-07-09	3105
S047	2011-07-16	3309
S047	2011-07-23	2511
S047	2011-07-30	2564
S047	2011-08-06	2484
S047	2011-08-13	2398
S047	2011-08-20	2645
S047	2011-08-27	2752
S047	2011-09-03	3078
S047	2011-09-10	3103
S047	2011-09-17	3180
S047	2011-09-24	2685
S047	2011-10-01	2908
S047	2011-10-08	2429
S049	2010-01-02	2541
S049	2010-01-09	1419
S049	2010-01-16	1369
S049	2010-01-23	1304
S049	2010-01-30	1604
S049	2010-02-06	1669
S049	2010-02-13	1662
S049	2010-02-20	1881
S049	2010-02-27	1952
S049	2010-03-06	2131
S049	2010-03-13	1964
S049	2010-03-20	2096
S049	2010-03-27	1858
S049	2010-04-03	1944
S049	2010-04-10	2123
S049	2010-04-17	1994
S049	2010-04-24	1957
S049	2010-05-01	2056
S049	2010-05-08	1937
S049	2010-05-15	1864
S049	2010-05-22	2259
S049	2010-05-29	2420
S049	2010-06-05	1816
S049	2010-06-12	2115
S049	2010-06-19	2401
S049	2010-06-26	2209
S049	2010-07-03	2080
S049	2010-07-10	2215
S049	2010-07-17	2388
S049	2010-07-24	1712
S049	2010-07-31	1841
S049	2010-08-07	1602
S049	2010-08-14	1728
S049	2010-08-21	1788
S049	2010-08-28	1998
S049	2010-09-04	2176
S049	2010-09-11	2211
S049	2010-09-18	2207
S049	2010-09-25	2105
S049	2010-10-02	1901
S049	2010-10-09	1858
S049	2010-10-16	1813
S049	2010-10-23	2228
S049	2010-10-30	1876
S049	2010-11-06	2098
S049	2010-11-13	2021
S049	2010-11-20	2121
S049	2010-11-27	2504
S049	2010-12-04	1972
S049	2010-12-11	2040
S049	2010-12-18	2019
S049	2010-12-25	2068
S049	2011-01-01	2817
S049	2011-01-08	1428
S049	2011-01-15	1396
S049	2011-01-22	1341
S049	2011-01-29	1578
S049	2011-02-05	1740
S049	2011-02-12	1602
S049	2011-02-19	1974
S049	2011-02-26	1959
S049	2011-03-05	1854
S049	2011-03-12	2005
S049	2011-03-19	2045
S049	2011-03-26	1966
S049	2011-04-02	1966
S049	2011-04-09	2069
S049	2011-04-16	2100
S049	2011-04-23	2054
S049	2011-04-30	2033
S049	2011-05-07	1951
S049	2011-05-14	2099
S049	2011-05-21	2136
S049	2011-05-28	2430
S049	2011-06-04	1879
S049	2011-06-11	1931
S049	2011-06-18	2475
S049	2011-06-25	2214
S049	2011-07-02	2341
S049	2011-07-09	2631
S049	2011-07-16	2280
S049	2011-07-23	1900
S049	2011-07-30	1837
S049	2011-08-06	1635
S049	2011-08-13	1719
S049	2011-08-20	1882
S049	2011-08-27	2032
S049	2011-09-03	2208
S049	2011-09-10	2207
S049	2011-09-17	2232
S049	2011-09-24	1960
S049	2011-10-01	2160
S049	2011-10-08	1883
S054	2010-01-02	3208
S054	2010-01-09	1570
S054	2010-01-16	1595
S054	2010-01-23	1724
S054	2010-01-30	1767
S054	2010-02-06	1781
S054	2010-02-13	2051
S054	2010-02-20	2158
S054	2010-02-27	2204
S054	2010-03-06	2497
S054	2010-03-13	2511
S054	2010-03-20	2367
S054	2010-03-27	2389
S054	2010-04-03	2407
S054	2010-04-10	2409
S054	2010-04-17	2364
S054	2010-04-24	2301
S054	2010-05-01	2398
S054	2010-05-08	2477
S054	2010-05-15	2406
S054	2010-05-22	2619
S054	2010-05-29	2850
S054	2010-06-05	1993
S054	2010-06-12	2486
S054	2010-06-19	2902
S054	2010-06-26	2683
S054	2010-07-03	2664
S054	2010-07-10	2880
S054	2010-07-17	2961
S054	2010-07-24	2249
S054	2010-07-31	1897
S054	2010-08-07	1975
S054	2010-08-14	2029
S054	2010-08-21	2114
S054	2010-08-28	2504
S054	2010-09-04	2850
S054	2010-09-11	2836
S054	2010-09-18	2455
S054	2010-09-25	2070
S054	2010-10-02	2428
S054	2010-10-09	2229
S054	2010-10-16	2225
S054	2010-10-23	2522
S054	2010-10-30	2250
S054	2010-11-06	2598
S054	2010-11-13	2519
S054	2010-11-20	2327
S054	2010-11-27	3072
S054	2010-12-04	2478
S054	2010-12-11	2695
S054	2010-12-18	2712
S054	2010-12-25	2442
S054	2011-01-01	3264
S054	2011-01-08	1582
S054	2011-01-15	1796
S054	2011-01-22	1773
S054	2011-01-29	2150
S054	2011-02-05	2133
S054	2011-02-12	1977
S054	2011-02-19	2507
S054	2011-02-26	2144
S054	2011-03-05	2639
S054	2011-03-12	2470
S054	2011-03-19	2330
S054	2011-03-26	2604
S054	2011-04-02	2596
S054	2011-04-09	2581
S054	2011-04-16	2590
S054	2011-04-23	2565
S054	2011-04-30	2603
S054	2011-05-07	2507
S054	2011-05-14	2691
S054	2011-05-21	2785
S054	2011-05-28	3160
S054	2011-06-04	2169
S054	2011-06-11	2298
S054	2011-06-18	3058
S054	2011-06-25	2642
S054	2011-07-02	2399
S054	2011-07-09	3053
S054	2011-07-16	3113
S054	2011-07-23	2370
S054	2011-07-30	2147
S054	2011-08-06	1975
S054	2011-08-13	2182
S054	2011-08-20	2323
S054	2011-08-27	2469
S054	2011-09-03	2969
S054	2011-09-10	2806
S054	2011-09-17	2662
S054	2011-09-24	2407
S054	2011-10-01	2544
S054	2011-10-08	2370
S056	2010-01-02	2097
S056	2010-01-09	1100
S056	2010-01-16	977
S056	2010-01-23	1120
S056	2010-01-30	1182
S056	2010-02-06	1209
S056	2010-02-13	1043
S056	2010-02-20	1594
S056	2010-02-27	1367
S056	2010-03-06	1420
S056	2010-03-13	1496
S056	2010-03-20	1401
S056	2010-03-27	1458
S056	2010-04-03	1556
S056	2010-04-10	1529
S056	2010-04-17	1554
S056	2010-04-24	1473
S056	2010-05-01	1648
S056	2010-05-08	1418
S056	2010-05-15	1573
S056	2010-05-22	1696
S056	2010-05-29	1754
S056	2010-06-05	1399
S056	2010-06-12	1681
S056	2010-06-19	1757
S056	2010-06-26	1551
S056	2010-07-03	1566
S056	2010-07-10	1811
S056	2010-07-17	1726
S056	2010-07-24	1277
S056	2010-07-31	1302
S056	2010-08-07	1260
S056	2010-08-14	1221
S056	2010-08-21	1169
S056	2010-08-28	1492
S056	2010-09-04	1620
S056	2010-09-11	1615
S056	2010-09-18	1583
S056	2010-09-25	1605
S056	2010-10-02	1428
S056	2010-10-09	1357
S056	2010-10-16	1424
S056	2010-10-23	1537
S056	2010-10-30	1501
S056	2010-11-06	1559
S056	2010-11-13	1371
S056	2010-11-20	1445
S056	2010-11-27	1877
S056	2010-12-04	1464
S056	2010-12-11	1486
S056	2010-12-18	1651
S056	2010-12-25	1593
S056	2011-01-01	1884
S056	2011-01-08	1017
S056	2011-01-15	1100
S056	2011-01-22	1040
S056	2011-01-29	1242
S056	2011-02-05	1216
S056	2011-02-12	1318
S056	2011-02-19	1554
S056	2011-02-26	1314
S056	2011-03-05	1486
S056	2011-03-12	1572
S056	2011-03-19	1517
S056	2011-03-26	1375
S056	2011-04-02	1512
S056	2011-04-09	1573
S056	2011-04-16	1424
S056	2011-04-23	1561
S056	2011-04-30	1424
S056	2011-05-07	1523
S056	2011-05-14	1541
S056	2011-05-21	1502
S056	2011-05-28	1787
S056	2011-06-04	1350
S056	2011-06-11	1414
S056	2011-06-18	1789
S056	2011-06-25	1653
S056	2011-07-02	1567
S056	2011-07-09	1849
S056	2011-07-16	1733
S056	2011-07-23	1272
S056	2011-07-30	1422
S056	2011-08-06	1190
S056	2011-08-13	1288
S056	2011-08-20	1260
S056	2011-08-27	1508
S056	2011-09-03	1632
S056	2011-09-10	1518
S056	2011-09-17	1712
S056	2011-09-24	1535
S056	2011-10-01	1524
S056	2011-10-08	1331
S062	2010-01-02	1991
S062	2010-01-09	1133
S062	2010-01-16	1109
S062	2010-01-23	1122
S062	2010-01-30	1288
S062	2010-02-06	1201
S062	2010-02-13	1303
S062	2010-02-20	1503
S062	2010-02-27	1467
S062	2010-03-06	1744
S062	2010-03-13	1713
S062	2010-03-20	1652
S062	2010-03-27	1538
S062	2010-04-03	1585
S062	2010-04-10	1632
S062	2010-04-17	1578
S062	2010-04-24	1641
S062	2010-05-01	1559
S062	2010-05-08	1685
S062	2010-05-15	1634
S062	2010-05-22	1746
S062	2010-05-29	1907
S062	2010-06-05	1458
S062	2010-06-12	1674
S062	2010-06-19	2005
S062	2010-06-26	1816
S062	2010-07-03	1753
S062	2010-07-10	2124
S062	2010-07-17	2032
S062	2010-07-24	1470
S062	2010-07-31	1499
S062	2010-08-07	1377
S062	2010-08-14	1224
S062	2010-08-21	1421
S062	2010-08-28	1608
S062	2010-09-04	1939
S062	2010-09-11	1844
S062	2010-09-18	1928
S062	2010-09-25	1662
S062	2010-10-02	1808
S062	2010-10-09	1620
S062	2010-10-16	1562
S062	2010-10-23	1602
S062	2010-10-30	1693
S062	2010-11-06	1758
S062	2010-11-13	1583
S062	2010-11-20	1650
S062	2010-11-27	2158
S062	2010-12-04	1826
S062	2010-12-11	1751
S062	2010-12-18	1969
S062	2010-12-25	1670
S062	2011-01-01	2240
S062	2011-01-08	1143
S062	2011-01-15	1211
S062	2011-01-22	1360
S062	2011-01-29	1421
S062	2011-02-05	1412
S062	2011-02-12	1508
S062	2011-02-19	1919
S062	2011-02-26	1590
S062	2011-03-05	1846
S062	2011-03-12	1704
S062	2011-03-19	1580
S062	2011-03-26	1764
S062	2011-04-02	1726
S062	2011-04-09	1875
S062	2011-04-16	1868
S062	2011-04-23	1830
S062	2011-04-30	1835
S062	2011-05-07	1828
S062	2011-05-14	1806
S062	2011-05-21	1966
S062	2011-05-28	2110
S062	2011-06-04	1607
S062	2011-06-11	1785
S062	2011-06-18	2127
S062	2011-06-25	2026
S062	2011-07-02	2039
S062	2011-07-09	2446
S062	2011-07-16	2238
S062	2011-07-23	1671
S062	2011-07-30	1674
S062	2011-08-06	1369
S062	2011-08-13	1454
S062	2011-08-20	1594
S062	2011-08-27	1738
S062	2011-09-03	1868
S062	2011-09-10	2107
S062	2011-09-17	2084
S062	2011-09-24	1845
S062	2011-10-01	1688
S062	2011-10-08	1637
S063	2010-01-02	2503
S063	2010-01-09	1482
S063	2010-01-16	1461
S063	2010-01-23	1347
S063	2010-01-30	1532
S063	2010-02-06	1454
S063	2010-02-13	1621
S063	2010-02-20	1704
S063	2010-02-27	1716
S063	2010-03-06	1958
S063	2010-03-13	1851
S063	2010-03-20	2057
S063	2010-03-27	1955
S063	2010-04-03	2114
S063	2010-04-10	2227
S063	2010-04-17	1898
S063	2010-04-24	1854
S063	2010-05-01	2149
S063	2010-05-08	1728
S063	2010-05-15	1954
S063	2010-05-22	2177
S063	2010-05-29	2513
S063	2010-06-05	1669
S063	2010-06-12	1818
S063	2010-06-19	2318
S063	2010-06-26	2193
S063	2010-07-03	2253
S063	2010-07-10	2479
S063	2010-07-17	2249
S063	2010-07-24	1588
S063	2010-07-31	1802
S063	2010-08-07	1496
S063	2010-08-14	1430
S063	2010-08-21	1784
S063	2010-08-28	1985
S063	2010-09-04	2061
S063	2010-09-11	1802
S063	2010-09-18	2091
S063	2010-09-25	1930
S063	2010-10-02	1867
S063	2010-10-09	1756
S063	2010-10-16	1772
S063	2010-10-23	1903
S063	2010-10-30	1956
S063	2010-11-06	1991
S063	2010-11-13	1703
S063	2010-11-20	1766
S063	2010-11-27	2165
S063	2010-12-04	1737
S063	2010-12-11	2073
S063	2010-12-18	1991
S063	2010-12-25	1894
S063	2011-01-01	2375
S063	2011-01-08	1425
S063	2011-01-15	1325
S063	2011-01-22	1426
S063	2011-01-29	1420
S063	2011-02-05	1540
S063	2011-02-12	1393
S063	2011-02-19	1867
S063	2011-02-26	1581
S063	2011-03-05	1848
S063	2011-03-12	1914
S063	2011-03-19	2002
S063	2011-03-26	1777
S063	2011-04-02	1940
S063	2011-04-09	1943
S063	2011-04-16	1785
S063	2011-04-23	2170
S063	2011-04-30	1816
S063	2011-05-07	1829
S063	2011-05-14	1872
S063	2011-05-21	1746
S063	2011-05-28	2402
S063	2011-06-04	1722
S063	2011-06-11	1836
S063	2011-06-18	2423
S063	2011-06-25	2105
S063	2011-07-02	2061
S063	2011-07-09	2071
S063	2011-07-16	2383
S063	2011-07-23	1658
S063	2011-07-30	1678
S063	2011-08-06	1620
S063	2011-08-13	1505
S063	2011-08-20	1663
S063	2011-08-27	1740
S063	2011-09-03	2003
S063	2011-09-10	1952
S063	2011-09-17	1949
S063	2011-09-24	1805
S063	2011-10-01	1897
S063	2011-10-08	1749
S064	2010-01-02	3090
S064	2010-01-09	1580
S064	2010-01-16	1732
S064	2010-01-23	1495
S064	2010-01-30	1782
S064	2010-02-06	1849
S064	2010-02-13	1857
S064	2010-02-20	2127
S064	2010-02-27	2054
S064	2010-03-06	2117
S064	2010-03-13	2359
S064	2010-03-20	2240
S064	2010-03-27	2342
S064	2010-04-03	2430
S064	2010-04-10	2325
S064	2010-04-17	2400
S064	2010-04-24	2298
S064	2010-05-01	2315
S064	2010-05-08	2378
S064	2010-05-15	2318
S064	2010-05-22	2507
S064	2010-05-29	2642
S064	2010-06-05	2193
S064	2010-06-12	2552
S064	2010-06-19	2924
S064	2010-06-26	2693
S064	2010-07-03	2483
S064	2010-07-10	2813
S064	2010-07-17	2814
S064	2010-07-24	2165
S064	2010-07-31	2070
S064	2010-08-07	1797
S064	2010-08-14	1860
S064	2010-08-21	2406
S064	2010-08-28	2305
S064	2010-09-04	2710
S064	2010-09-11	2367
S064	2010-09-18	2971
S064	2010-09-25	2181
S064	2010-10-02	2372
S064	2010-10-09	2127
S064	2010-10-16	2105
S064	2010-10-23	2168
S064	2010-10-30	2247
S064	2010-11-06	2747
S064	2010-11-13	2387
S064	2010-11-20	2364
S064	2010-11-27	2892
S064	2010-12-04	2395
S064	2010-12-11	2396
S064	2010-12-18	2718
S064	2010-12-25	2454
S064	2011-01-01	3299
S064	2011-01-08	1662
S064	2011-01-15	1700
S064	2011-01-22	1491
S064	2011-01-29	2040
S064	2011-02-05	2000
S064	2011-02-12	1896
S064	2011-02-19	2624
S064	2011-02-26	2133
S064	2011-03-05	2443
S064	2011-03-12	2226
S064	2011-03-19	2430
S064	2011-03-26	2314
